recruitment_id,employee_id,hiring_source,recruiter_name,time_to_hire_days,interview_rounds,hiring_cost,offer_accepted
REC05330,EMP05330,Consultancy,Rajan Mehta,46,4,74343,1
REC05331,EMP05331,Naukri,Suresh Pillai,10,3,19786,1
REC05332,EMP05332,LinkedIn,Kavya Reddy,53,5,15388,1
REC05333,EMP05333,Campus Hiring,Meenakshi Iyer,50,4,10415,1
REC05334,EMP05334,Employee Referral,Rajan Mehta,10,3,7256,1
REC05335,EMP05335,Campus Hiring,Vikash Gupta,57,3,8531,0
REC05336,EMP05336,Consultancy,Rajan Mehta,27,5,57273,1
REC05337,EMP05337,Employee Referral,Kavya Reddy,46,2,3211,1
REC05338,EMP05338,LinkedIn,Meenakshi Iyer,17,4,23106,1
REC05339,EMP05339,Employee Referral,Meenakshi Iyer,27,5,7100,1
REC05340,EMP05340,Naukri,Meenakshi Iyer,59,4,12624,1
REC05341,EMP05341,Indeed,Meenakshi Iyer,27,2,6894,0
REC05342,EMP05342,Consultancy,Suresh Pillai,55,3,29231,1
REC05343,EMP05343,Indeed,Tanu Kapoor,24,5,14397,1
REC05344,EMP05344,Employee Referral,Amit Joshi,54,2,8071,1
REC05345,EMP05345,Naukri,Rajan Mehta,10,4,10089,1
REC05346,EMP05346,Campus Hiring,Tanu Kapoor,38,2,13939,1
REC05347,EMP05347,LinkedIn,Suresh Pillai,42,2,20509,1
REC05348,EMP05348,Naukri,Vikash Gupta,37,3,14467,1
REC05349,EMP05349,Naukri,Amit Joshi,35,2,7827,1
REC05350,EMP05350,LinkedIn,Meenakshi Iyer,24,2,24284,1
REC05351,EMP05351,Employee Referral,Meenakshi Iyer,45,1,6187,1
REC05352,EMP05352,Employee Referral,Sunita Arora,59,2,9214,0
REC05353,EMP05353,LinkedIn,Suresh Pillai,30,5,23576,1
REC05354,EMP05354,Naukri,Rajan Mehta,37,2,19622,0
REC05355,EMP05355,Naukri,Kavya Reddy,38,4,19364,1
REC05356,EMP05356,Naukri,Sunita Arora,29,5,13426,1
REC05357,EMP05357,Indeed,Sunita Arora,36,4,14812,0
REC05358,EMP05358,Campus Hiring,Suresh Pillai,37,4,5643,1
REC05359,EMP05359,Consultancy,Sunita Arora,46,2,66967,1
REC05360,EMP05360,Consultancy,Pradeep Nair,8,1,72591,1
REC05361,EMP05361,Campus Hiring,Vikash Gupta,60,4,14568,1
REC05362,EMP05362,LinkedIn,Pradeep Nair,44,3,18119,0
REC05363,EMP05363,LinkedIn,Pooja Sharma,46,3,21723,1
REC05364,EMP05364,Employee Referral,Rajan Mehta,51,1,4365,1
REC05365,EMP05365,Indeed,Pradeep Nair,45,4,12305,1
REC05366,EMP05366,Consultancy,Vikash Gupta,31,2,70323,1
REC05367,EMP05367,Campus Hiring,Meenakshi Iyer,33,1,10462,1
REC05368,EMP05368,Naukri,Tanu Kapoor,46,2,9850,1
REC05369,EMP05369,Consultancy,Vikash Gupta,37,5,42474,0
REC05370,EMP05370,Naukri,Sunita Arora,22,4,6626,0
REC05371,EMP05371,Employee Referral,Meenakshi Iyer,55,4,4044,1
REC05372,EMP05372,Indeed,Rajan Mehta,13,1,7842,0
REC05373,EMP05373,LinkedIn,Kavya Reddy,12,2,15372,1
REC05374,EMP05374,Naukri,Rajan Mehta,22,4,12697,1
REC05375,EMP05375,LinkedIn,Tanu Kapoor,41,2,21439,1
REC05376,EMP05376,Naukri,Meenakshi Iyer,59,2,10782,0
REC05377,EMP05377,Employee Referral,Vikash Gupta,11,3,6188,1
REC05378,EMP05378,Campus Hiring,Rajan Mehta,59,1,10864,1
REC05379,EMP05379,Naukri,Vikash Gupta,54,1,7983,0
REC05380,EMP05380,Indeed,Pradeep Nair,46,4,8649,0
REC05381,EMP05381,Naukri,Rajan Mehta,25,5,19635,1
REC05382,EMP05382,LinkedIn,Suresh Pillai,25,2,8877,0
REC05383,EMP05383,Naukri,Sunita Arora,45,2,15170,1
REC05384,EMP05384,Employee Referral,Amit Joshi,14,5,9582,1
REC05385,EMP05385,Naukri,Pradeep Nair,52,2,16034,1
REC05386,EMP05386,Campus Hiring,Tanu Kapoor,13,4,12963,1
REC05387,EMP05387,LinkedIn,Amit Joshi,55,5,24042,1
REC05388,EMP05388,Employee Referral,Amit Joshi,15,1,8015,0
REC05389,EMP05389,Indeed,Pooja Sharma,31,5,17793,1
REC05390,EMP05390,Indeed,Meenakshi Iyer,19,3,7515,1
REC05391,EMP05391,Naukri,Tanu Kapoor,10,5,8936,0
REC05392,EMP05392,Naukri,Tanu Kapoor,22,1,14155,1
REC05393,EMP05393,Consultancy,Amit Joshi,17,3,64589,1
REC05394,EMP05394,Consultancy,Tanu Kapoor,18,4,71553,1
REC05395,EMP05395,Campus Hiring,Pooja Sharma,37,1,7545,1
REC05396,EMP05396,Naukri,Rajan Mehta,59,5,9599,1
REC05397,EMP05397,Indeed,Kavya Reddy,43,3,16037,1
REC05398,EMP05398,Naukri,Pooja Sharma,55,3,11907,0
REC05399,EMP05399,Indeed,Rajan Mehta,57,2,7115,1
REC05400,EMP05400,Indeed,Tanu Kapoor,13,2,14218,1
REC05401,EMP05401,Consultancy,Pooja Sharma,48,1,51635,1
REC05402,EMP05402,LinkedIn,Sunita Arora,48,1,13282,1
REC05403,EMP05403,Naukri,Tanu Kapoor,25,4,14459,1
REC05404,EMP05404,Employee Referral,Vikash Gupta,26,2,4689,1
REC05405,EMP05405,LinkedIn,Meenakshi Iyer,39,1,16592,1
REC05406,EMP05406,Naukri,Pradeep Nair,56,1,9289,1
REC05407,EMP05407,Campus Hiring,Pradeep Nair,28,1,8043,1
REC05408,EMP05408,Campus Hiring,Pradeep Nair,25,4,9753,1
REC05409,EMP05409,Naukri,Pooja Sharma,57,2,7319,1
REC05410,EMP05410,Campus Hiring,Rajan Mehta,27,4,5578,1
REC05411,EMP05411,Campus Hiring,Rajan Mehta,23,4,8337,0
REC05412,EMP05412,LinkedIn,Meenakshi Iyer,28,4,13343,1
REC05413,EMP05413,Indeed,Pooja Sharma,55,4,15743,1
REC05414,EMP05414,Indeed,Kavya Reddy,44,3,7070,1
REC05415,EMP05415,Indeed,Tanu Kapoor,49,4,6635,1
REC05416,EMP05416,Naukri,Pooja Sharma,51,4,7754,1
REC05417,EMP05417,Employee Referral,Kavya Reddy,44,3,5382,1
REC05418,EMP05418,Campus Hiring,Vikash Gupta,29,5,11022,1
REC05419,EMP05419,Campus Hiring,Tanu Kapoor,32,3,9252,1
REC05420,EMP05420,Indeed,Rajan Mehta,57,1,10580,1
REC05421,EMP05421,Naukri,Sunita Arora,59,3,8653,1
REC05422,EMP05422,Campus Hiring,Pooja Sharma,59,1,13830,1
REC05423,EMP05423,Employee Referral,Vikash Gupta,40,5,7453,1
REC05424,EMP05424,LinkedIn,Sunita Arora,49,2,9440,1
REC05425,EMP05425,Employee Referral,Meenakshi Iyer,21,5,8574,1
REC05426,EMP05426,LinkedIn,Pradeep Nair,39,5,23709,1
REC05427,EMP05427,LinkedIn,Pradeep Nair,25,2,16032,1
REC05428,EMP05428,Consultancy,Pradeep Nair,42,2,54469,1
REC05429,EMP05429,Employee Referral,Vikash Gupta,19,3,7378,1
REC05430,EMP05430,Employee Referral,Amit Joshi,41,3,5826,1
REC05431,EMP05431,Consultancy,Meenakshi Iyer,53,1,63852,1
REC05432,EMP05432,Consultancy,Suresh Pillai,55,4,72790,1
REC05433,EMP05433,Campus Hiring,Suresh Pillai,53,1,6316,1
REC05434,EMP05434,Campus Hiring,Sunita Arora,59,2,8609,0
REC05435,EMP05435,LinkedIn,Sunita Arora,22,5,9943,1
REC05436,EMP05436,Campus Hiring,Rajan Mehta,33,5,11716,1
REC05437,EMP05437,Employee Referral,Amit Joshi,18,5,5461,1
REC05438,EMP05438,Campus Hiring,Meenakshi Iyer,14,2,9588,1
REC05439,EMP05439,Naukri,Pooja Sharma,24,1,14049,1
REC05440,EMP05440,Employee Referral,Vikash Gupta,54,2,6115,1
REC05441,EMP05441,Naukri,Pradeep Nair,10,1,6383,1
REC05442,EMP05442,Campus Hiring,Sunita Arora,12,1,9725,0
REC05443,EMP05443,Naukri,Rajan Mehta,51,3,12383,1
REC05444,EMP05444,Employee Referral,Sunita Arora,50,5,5263,0
REC05445,EMP05445,LinkedIn,Tanu Kapoor,15,3,16792,0
REC05446,EMP05446,Naukri,Sunita Arora,30,1,19099,1
REC05447,EMP05447,Campus Hiring,Pooja Sharma,35,3,8298,1
REC05448,EMP05448,Naukri,Amit Joshi,36,5,16238,1
REC05449,EMP05449,Consultancy,Sunita Arora,27,2,70637,1
REC05450,EMP05450,Naukri,Kavya Reddy,59,4,18650,0
REC05451,EMP05451,Campus Hiring,Pradeep Nair,23,4,7290,1
REC05452,EMP05452,LinkedIn,Pooja Sharma,20,1,17067,1
REC05453,EMP05453,Employee Referral,Rajan Mehta,16,1,4527,1
REC05454,EMP05454,Employee Referral,Pradeep Nair,55,3,9043,1
REC05455,EMP05455,LinkedIn,Amit Joshi,51,1,13377,1
REC05456,EMP05456,Naukri,Suresh Pillai,25,1,16085,1
REC05457,EMP05457,Employee Referral,Amit Joshi,19,4,8317,1
REC05458,EMP05458,Indeed,Pooja Sharma,16,3,13983,1
REC05459,EMP05459,Employee Referral,Sunita Arora,40,1,9641,1
REC05460,EMP05460,Employee Referral,Pooja Sharma,24,1,6871,1
REC05461,EMP05461,Naukri,Pooja Sharma,23,4,7160,0
REC05462,EMP05462,Consultancy,Sunita Arora,31,4,34157,1
REC05463,EMP05463,Employee Referral,Amit Joshi,32,2,4159,1
REC05464,EMP05464,LinkedIn,Rajan Mehta,37,4,14649,0
REC05465,EMP05465,LinkedIn,Rajan Mehta,12,4,21058,1
REC05466,EMP05466,Employee Referral,Sunita Arora,53,5,5988,1
REC05467,EMP05467,LinkedIn,Tanu Kapoor,32,4,9462,0
REC05468,EMP05468,LinkedIn,Rajan Mehta,20,5,18388,1
REC05469,EMP05469,Employee Referral,Sunita Arora,52,2,3209,1
REC05470,EMP05470,Consultancy,Amit Joshi,14,4,41966,1
REC05471,EMP05471,LinkedIn,Pradeep Nair,9,4,20719,1
REC05472,EMP05472,Employee Referral,Pradeep Nair,28,3,7963,0
REC05473,EMP05473,Employee Referral,Rajan Mehta,11,1,9552,1
REC05474,EMP05474,Naukri,Rajan Mehta,39,4,8519,0
REC05475,EMP05475,Indeed,Kavya Reddy,30,3,7228,1
REC05476,EMP05476,Employee Referral,Amit Joshi,34,5,4586,1
REC05477,EMP05477,Campus Hiring,Meenakshi Iyer,57,2,11830,0
REC05478,EMP05478,Naukri,Kavya Reddy,45,1,9363,1
REC05479,EMP05479,Indeed,Pooja Sharma,48,5,10955,1
REC05480,EMP05480,Indeed,Meenakshi Iyer,42,3,7478,1
REC05481,EMP05481,Indeed,Vikash Gupta,56,1,17698,1
REC05482,EMP05482,Indeed,Suresh Pillai,43,3,7807,0
REC05483,EMP05483,Employee Referral,Tanu Kapoor,27,3,3929,1
REC05484,EMP05484,Indeed,Tanu Kapoor,27,4,15376,1
REC05485,EMP05485,Naukri,Kavya Reddy,40,4,12352,1
REC05486,EMP05486,Campus Hiring,Kavya Reddy,11,2,13415,1
REC05487,EMP05487,Consultancy,Rajan Mehta,24,2,76417,1
REC05488,EMP05488,Consultancy,Amit Joshi,9,5,51610,1
REC05489,EMP05489,LinkedIn,Rajan Mehta,42,3,11391,1
REC05490,EMP05490,Consultancy,Suresh Pillai,60,2,64482,1
REC05491,EMP05491,Naukri,Sunita Arora,8,2,8790,1
REC05492,EMP05492,Employee Referral,Sunita Arora,46,5,7368,1
REC05493,EMP05493,Consultancy,Vikash Gupta,44,1,72491,1
REC05494,EMP05494,Campus Hiring,Vikash Gupta,28,1,8239,1
REC05495,EMP05495,Employee Referral,Meenakshi Iyer,41,1,3334,1
REC05496,EMP05496,LinkedIn,Vikash Gupta,58,4,23231,1
REC05497,EMP05497,LinkedIn,Suresh Pillai,20,3,8091,1
REC05498,EMP05498,Campus Hiring,Rajan Mehta,18,2,9967,0
REC05499,EMP05499,Campus Hiring,Meenakshi Iyer,49,2,7249,1
REC05500,EMP05500,Employee Referral,Pradeep Nair,21,5,6737,1
REC05501,EMP05501,Naukri,Pradeep Nair,56,3,11958,1
REC05502,EMP05502,Naukri,Kavya Reddy,40,5,16699,0
REC05503,EMP05503,Indeed,Vikash Gupta,55,5,8559,1
REC05504,EMP05504,LinkedIn,Kavya Reddy,26,4,11717,1
REC05505,EMP05505,Naukri,Pradeep Nair,38,3,13041,1
REC05506,EMP05506,LinkedIn,Rajan Mehta,9,1,23452,1
REC05507,EMP05507,LinkedIn,Tanu Kapoor,37,3,19820,1
REC05508,EMP05508,Campus Hiring,Pradeep Nair,56,1,6664,1
REC05509,EMP05509,LinkedIn,Meenakshi Iyer,49,4,17342,1
REC05510,EMP05510,Naukri,Sunita Arora,13,4,13422,1
REC05511,EMP05511,Employee Referral,Vikash Gupta,58,4,6500,0
REC05512,EMP05512,Naukri,Pooja Sharma,11,5,16776,1
REC05513,EMP05513,Naukri,Kavya Reddy,27,4,12795,0
REC05514,EMP05514,LinkedIn,Sunita Arora,32,2,17822,1
REC05515,EMP05515,Campus Hiring,Pradeep Nair,43,4,10183,1
REC05516,EMP05516,Naukri,Vikash Gupta,56,2,12596,1
REC05517,EMP05517,Naukri,Sunita Arora,27,2,7368,1
REC05518,EMP05518,Consultancy,Pooja Sharma,32,5,40320,1
REC05519,EMP05519,Indeed,Kavya Reddy,58,4,13773,1
REC05520,EMP05520,Employee Referral,Pooja Sharma,26,3,4574,1
REC05521,EMP05521,Naukri,Suresh Pillai,16,4,7923,1
REC05522,EMP05522,LinkedIn,Pooja Sharma,29,4,21880,1
REC05523,EMP05523,LinkedIn,Rajan Mehta,60,5,20946,1
REC05524,EMP05524,Consultancy,Kavya Reddy,55,5,35672,1
REC05525,EMP05525,Employee Referral,Vikash Gupta,21,5,7049,1
REC05526,EMP05526,Campus Hiring,Rajan Mehta,59,5,8557,1
REC05527,EMP05527,LinkedIn,Rajan Mehta,15,3,10634,1
REC05528,EMP05528,LinkedIn,Suresh Pillai,35,1,23048,1
REC05529,EMP05529,LinkedIn,Amit Joshi,36,1,22910,1
REC05530,EMP05530,LinkedIn,Amit Joshi,23,5,13753,1
REC05531,EMP05531,Naukri,Kavya Reddy,26,5,15611,1
REC05532,EMP05532,Employee Referral,Tanu Kapoor,45,1,8987,1
REC05533,EMP05533,Naukri,Tanu Kapoor,31,5,19740,0
REC05534,EMP05534,Indeed,Vikash Gupta,38,2,5871,1
REC05535,EMP05535,LinkedIn,Kavya Reddy,41,5,13982,1
REC05536,EMP05536,Indeed,Tanu Kapoor,30,2,9156,1
REC05537,EMP05537,Employee Referral,Tanu Kapoor,33,4,3283,1
REC05538,EMP05538,Employee Referral,Suresh Pillai,34,1,3773,0
REC05539,EMP05539,Consultancy,Suresh Pillai,12,1,38996,1
REC05540,EMP05540,Campus Hiring,Vikash Gupta,47,5,14869,1
REC05541,EMP05541,Employee Referral,Vikash Gupta,12,4,7682,1
REC05542,EMP05542,Employee Referral,Pradeep Nair,16,1,8767,1
REC05543,EMP05543,LinkedIn,Meenakshi Iyer,26,3,22290,1
REC05544,EMP05544,LinkedIn,Amit Joshi,32,2,19706,1
REC05545,EMP05545,Naukri,Pooja Sharma,52,5,11015,1
REC05546,EMP05546,Campus Hiring,Suresh Pillai,10,4,10559,1
REC05547,EMP05547,LinkedIn,Tanu Kapoor,58,4,8838,0
REC05548,EMP05548,Indeed,Kavya Reddy,34,3,13966,1
REC05549,EMP05549,Naukri,Kavya Reddy,24,4,18971,1
REC05550,EMP05550,Consultancy,Sunita Arora,49,2,25619,1
REC05551,EMP05551,Naukri,Amit Joshi,57,5,14756,1
REC05552,EMP05552,Campus Hiring,Kavya Reddy,59,2,14824,1
REC05553,EMP05553,Consultancy,Vikash Gupta,20,2,31812,1
REC05554,EMP05554,Employee Referral,Rajan Mehta,56,4,5563,1
REC05555,EMP05555,Naukri,Pooja Sharma,56,1,11249,1
REC05556,EMP05556,Campus Hiring,Meenakshi Iyer,21,4,9047,1
REC05557,EMP05557,Employee Referral,Meenakshi Iyer,8,1,7041,1
REC05558,EMP05558,Employee Referral,Tanu Kapoor,60,4,7291,1
REC05559,EMP05559,Indeed,Pooja Sharma,58,5,17933,1
REC05560,EMP05560,Naukri,Pooja Sharma,36,2,7604,1
REC05561,EMP05561,Indeed,Kavya Reddy,34,2,8322,1
REC05562,EMP05562,Consultancy,Suresh Pillai,29,1,42895,1
REC05563,EMP05563,Naukri,Suresh Pillai,42,4,8944,1
REC05564,EMP05564,Employee Referral,Amit Joshi,58,5,9061,1
REC05565,EMP05565,Naukri,Suresh Pillai,24,4,11517,1
REC05566,EMP05566,Campus Hiring,Vikash Gupta,48,2,5058,1
REC05567,EMP05567,Campus Hiring,Kavya Reddy,45,2,6235,1
REC05568,EMP05568,Campus Hiring,Meenakshi Iyer,32,4,10712,1
REC05569,EMP05569,Naukri,Rajan Mehta,52,4,8093,1
REC05570,EMP05570,Indeed,Kavya Reddy,38,1,12374,1
REC05571,EMP05571,Campus Hiring,Rajan Mehta,21,2,13720,1
REC05572,EMP05572,Naukri,Pradeep Nair,45,3,12859,1
REC05573,EMP05573,LinkedIn,Rajan Mehta,9,2,18610,1
REC05574,EMP05574,Indeed,Sunita Arora,49,3,7630,1
REC05575,EMP05575,LinkedIn,Pooja Sharma,12,4,19918,0
REC05576,EMP05576,Employee Referral,Vikash Gupta,19,3,3346,1
REC05577,EMP05577,Indeed,Amit Joshi,58,2,14407,1
REC05578,EMP05578,Employee Referral,Kavya Reddy,59,5,9774,1
REC05579,EMP05579,Indeed,Kavya Reddy,52,5,12660,1
REC05580,EMP05580,LinkedIn,Vikash Gupta,53,2,12825,1
REC05581,EMP05581,Employee Referral,Vikash Gupta,34,2,7831,1
REC05582,EMP05582,Naukri,Sunita Arora,15,2,14783,1
REC05583,EMP05583,LinkedIn,Amit Joshi,29,4,14746,1
REC05584,EMP05584,Campus Hiring,Pooja Sharma,19,4,7855,1
REC05585,EMP05585,Employee Referral,Meenakshi Iyer,13,3,7434,1
REC05586,EMP05586,Indeed,Vikash Gupta,23,1,15492,1
REC05587,EMP05587,Employee Referral,Pradeep Nair,47,3,8059,0
REC05588,EMP05588,Employee Referral,Pooja Sharma,50,2,3297,1
REC05589,EMP05589,Consultancy,Rajan Mehta,19,3,69387,1
REC05590,EMP05590,LinkedIn,Rajan Mehta,36,1,11552,1
REC05591,EMP05591,Consultancy,Suresh Pillai,13,2,28737,1
REC05592,EMP05592,Consultancy,Sunita Arora,34,3,67111,0
REC05593,EMP05593,Naukri,Sunita Arora,9,4,18547,1
REC05594,EMP05594,LinkedIn,Rajan Mehta,58,1,13551,1
REC05595,EMP05595,Consultancy,Kavya Reddy,26,2,38568,0
REC05596,EMP05596,Consultancy,Pradeep Nair,17,1,56037,1
REC05597,EMP05597,Consultancy,Suresh Pillai,42,4,41352,1
REC05598,EMP05598,Consultancy,Suresh Pillai,11,2,38628,1
REC05599,EMP05599,Naukri,Pradeep Nair,45,1,12115,1
REC05600,EMP05600,Employee Referral,Pooja Sharma,30,5,3207,1
REC05601,EMP05601,Indeed,Amit Joshi,8,1,15647,1
REC05602,EMP05602,Naukri,Rajan Mehta,31,5,10633,1
REC05603,EMP05603,Employee Referral,Pooja Sharma,51,1,9122,1
REC05604,EMP05604,Consultancy,Amit Joshi,49,4,37390,0
REC05605,EMP05605,LinkedIn,Sunita Arora,54,2,10019,1
REC05606,EMP05606,Employee Referral,Kavya Reddy,36,3,5371,1
REC05607,EMP05607,Consultancy,Pooja Sharma,7,2,63940,1
REC05608,EMP05608,Indeed,Rajan Mehta,35,4,8206,1
REC05609,EMP05609,Campus Hiring,Sunita Arora,29,3,14000,1
REC05610,EMP05610,Indeed,Meenakshi Iyer,13,2,5530,1
REC05611,EMP05611,Naukri,Suresh Pillai,36,4,10646,1
REC05612,EMP05612,LinkedIn,Rajan Mehta,31,2,9321,1
REC05613,EMP05613,Naukri,Vikash Gupta,32,3,12594,1
REC05614,EMP05614,Naukri,Tanu Kapoor,60,5,10306,1
REC05615,EMP05615,Naukri,Suresh Pillai,44,4,14352,1
REC05616,EMP05616,Campus Hiring,Tanu Kapoor,10,5,11336,1
REC05617,EMP05617,Naukri,Vikash Gupta,10,1,16101,1
REC05618,EMP05618,LinkedIn,Pooja Sharma,57,2,9772,1
REC05619,EMP05619,Campus Hiring,Pooja Sharma,27,2,9062,1
REC05620,EMP05620,Indeed,Suresh Pillai,21,4,7261,1
REC05621,EMP05621,Naukri,Kavya Reddy,60,3,6875,1
REC05622,EMP05622,Indeed,Amit Joshi,19,3,5139,1
REC05623,EMP05623,Indeed,Pooja Sharma,23,2,13134,1
REC05624,EMP05624,LinkedIn,Vikash Gupta,47,2,19868,1
REC05625,EMP05625,Campus Hiring,Amit Joshi,55,3,8494,1
REC05626,EMP05626,Consultancy,Rajan Mehta,13,4,25539,1
REC05627,EMP05627,Naukri,Kavya Reddy,28,2,6514,1
REC05628,EMP05628,LinkedIn,Suresh Pillai,27,4,21245,1
REC05629,EMP05629,Employee Referral,Amit Joshi,9,1,4247,1
REC05630,EMP05630,Campus Hiring,Vikash Gupta,12,3,14678,1
REC05631,EMP05631,Consultancy,Suresh Pillai,13,3,67043,1
REC05632,EMP05632,LinkedIn,Kavya Reddy,23,2,20006,1
REC05633,EMP05633,Indeed,Suresh Pillai,48,1,10968,1
REC05634,EMP05634,Indeed,Suresh Pillai,60,4,6435,1
REC05635,EMP05635,Consultancy,Meenakshi Iyer,15,4,59210,0
REC05636,EMP05636,Campus Hiring,Kavya Reddy,8,1,6437,1
REC05637,EMP05637,Indeed,Rajan Mehta,32,1,11111,0
REC05638,EMP05638,Consultancy,Sunita Arora,14,4,74269,0
REC05639,EMP05639,Indeed,Tanu Kapoor,29,2,15307,1
REC05640,EMP05640,LinkedIn,Sunita Arora,42,4,13870,1
REC05641,EMP05641,Campus Hiring,Vikash Gupta,54,1,11778,0
REC05642,EMP05642,LinkedIn,Kavya Reddy,11,3,21928,0
REC05643,EMP05643,Indeed,Kavya Reddy,35,1,13127,1
REC05644,EMP05644,Consultancy,Suresh Pillai,48,5,65468,1
REC05645,EMP05645,Employee Referral,Tanu Kapoor,11,2,8082,1
REC05646,EMP05646,Consultancy,Vikash Gupta,37,5,32626,1
REC05647,EMP05647,Employee Referral,Suresh Pillai,38,2,8371,1
REC05648,EMP05648,Indeed,Suresh Pillai,44,2,15976,0
REC05649,EMP05649,Employee Referral,Sunita Arora,13,4,9375,1
REC05650,EMP05650,Indeed,Suresh Pillai,42,5,16356,1
REC05651,EMP05651,Indeed,Amit Joshi,33,4,12560,1
REC05652,EMP05652,Employee Referral,Suresh Pillai,32,3,7951,1
REC05653,EMP05653,LinkedIn,Suresh Pillai,22,4,23106,1
REC05654,EMP05654,Campus Hiring,Meenakshi Iyer,58,5,10273,1
REC05655,EMP05655,Consultancy,Kavya Reddy,21,3,66202,0
REC05656,EMP05656,Consultancy,Amit Joshi,19,2,26516,1
REC05657,EMP05657,Campus Hiring,Rajan Mehta,14,5,5650,1
REC05658,EMP05658,Employee Referral,Amit Joshi,22,2,6761,1
REC05659,EMP05659,Employee Referral,Amit Joshi,28,1,4397,1
REC05660,EMP05660,Employee Referral,Rajan Mehta,21,4,7518,1
REC05661,EMP05661,Consultancy,Meenakshi Iyer,12,5,42288,1
REC05662,EMP05662,LinkedIn,Amit Joshi,32,3,24521,0
REC05663,EMP05663,Indeed,Sunita Arora,18,4,14188,1
REC05664,EMP05664,Consultancy,Rajan Mehta,51,4,50277,1
REC05665,EMP05665,Campus Hiring,Kavya Reddy,21,5,7662,1
REC05666,EMP05666,Campus Hiring,Pradeep Nair,23,1,9182,1
REC05667,EMP05667,LinkedIn,Suresh Pillai,21,1,13544,0
REC05668,EMP05668,Campus Hiring,Meenakshi Iyer,58,2,6493,0
REC05669,EMP05669,Employee Referral,Vikash Gupta,24,3,5568,1
REC05670,EMP05670,Indeed,Rajan Mehta,20,5,10113,1
REC05671,EMP05671,Indeed,Amit Joshi,37,1,11391,1
REC05672,EMP05672,Indeed,Vikash Gupta,46,3,15396,1
REC05673,EMP05673,Consultancy,Suresh Pillai,45,3,46192,1
REC05674,EMP05674,Naukri,Rajan Mehta,56,2,9913,1
REC05675,EMP05675,Employee Referral,Pradeep Nair,49,2,3849,1
REC05676,EMP05676,Consultancy,Pradeep Nair,21,5,52595,1
REC05677,EMP05677,Campus Hiring,Amit Joshi,58,4,6275,1
REC05678,EMP05678,Employee Referral,Pooja Sharma,38,2,4668,1
REC05679,EMP05679,Indeed,Amit Joshi,11,5,13354,1
REC05680,EMP05680,Consultancy,Pradeep Nair,46,4,45342,1
REC05681,EMP05681,Consultancy,Sunita Arora,23,1,65792,0
REC05682,EMP05682,Naukri,Pooja Sharma,10,4,6050,1
REC05683,EMP05683,Indeed,Vikash Gupta,54,1,8854,0
REC05684,EMP05684,Employee Referral,Suresh Pillai,45,1,5556,1
REC05685,EMP05685,Employee Referral,Sunita Arora,27,1,8826,1
REC05686,EMP05686,Naukri,Suresh Pillai,37,4,13875,1
REC05687,EMP05687,Consultancy,Amit Joshi,7,1,53934,1
REC05688,EMP05688,Employee Referral,Pooja Sharma,18,5,7827,1
REC05689,EMP05689,Naukri,Tanu Kapoor,34,3,9564,1
REC05690,EMP05690,Consultancy,Suresh Pillai,9,5,42389,1
REC05691,EMP05691,Employee Referral,Vikash Gupta,21,1,9304,1
REC05692,EMP05692,LinkedIn,Rajan Mehta,29,5,9416,1
REC05693,EMP05693,LinkedIn,Rajan Mehta,52,5,10224,1
REC05694,EMP05694,Campus Hiring,Tanu Kapoor,31,1,5608,1
REC05695,EMP05695,Employee Referral,Rajan Mehta,57,2,3517,1
REC05696,EMP05696,Indeed,Meenakshi Iyer,30,5,17753,1
REC05697,EMP05697,Employee Referral,Rajan Mehta,46,3,6471,1
REC05698,EMP05698,Consultancy,Rajan Mehta,49,3,66698,1
REC05699,EMP05699,Employee Referral,Rajan Mehta,48,1,9095,1
REC05700,EMP05700,Campus Hiring,Sunita Arora,23,1,10646,1
REC05701,EMP05701,Consultancy,Suresh Pillai,58,5,29300,1
REC05702,EMP05702,Employee Referral,Suresh Pillai,51,2,3620,1
REC05703,EMP05703,Employee Referral,Tanu Kapoor,33,1,5286,1
REC05704,EMP05704,Campus Hiring,Rajan Mehta,50,1,6391,1
REC05705,EMP05705,LinkedIn,Amit Joshi,20,3,11912,0
REC05706,EMP05706,Employee Referral,Kavya Reddy,8,5,8481,1
REC05707,EMP05707,Indeed,Tanu Kapoor,22,4,15384,1
REC05708,EMP05708,Naukri,Rajan Mehta,35,2,11061,1
REC05709,EMP05709,Consultancy,Pooja Sharma,29,4,71684,1
REC05710,EMP05710,Employee Referral,Meenakshi Iyer,49,4,8347,0
REC05711,EMP05711,Campus Hiring,Pradeep Nair,18,2,6680,1
REC05712,EMP05712,Campus Hiring,Suresh Pillai,14,1,8424,1
REC05713,EMP05713,Naukri,Kavya Reddy,59,5,16440,1
REC05714,EMP05714,Consultancy,Kavya Reddy,19,4,40709,1
REC05715,EMP05715,Employee Referral,Tanu Kapoor,19,1,7093,0
REC05716,EMP05716,Naukri,Kavya Reddy,34,5,15795,1
REC05717,EMP05717,Campus Hiring,Rajan Mehta,41,4,5951,1
REC05718,EMP05718,Consultancy,Vikash Gupta,30,5,43327,1
REC05719,EMP05719,Naukri,Vikash Gupta,52,3,10808,1
REC05720,EMP05720,Naukri,Vikash Gupta,52,5,16896,1
REC05721,EMP05721,Consultancy,Kavya Reddy,14,4,75577,0
REC05722,EMP05722,Consultancy,Pooja Sharma,49,3,74834,1
REC05723,EMP05723,Consultancy,Sunita Arora,7,3,59472,1
